Dag,Week,Baby Size Comparison,Partner Observation,Papa's Life Lesson,Meer informatie,Leuke dingen per dag,Image Idea,Citation
62,9,"Zo groot als een olijf.","Ze heeft vandaag een verstopte neus, maar is niet verkouden. Weer zo'n raar kwaaltje.","Een luchtbevochtiger kan helpen. En neusspray op zoutwaterbasis. Je bent nu ook een KNO-arts in opleiding.","'Zwangerschapsrhinitis' wordt veroorzaakt door een verhoogde bloedtoevoer naar de slijmvliezen in de neus.","Haar neus denkt dat het constant hooikoortsseizoen is.","Een olijf met een rood, verstopte neus.","https://www.24baby.nl/zwanger/zwangerschapskwalen/verstopte-neus-tijdens-zwangerschap/"
63,9,"Zo groot als een olijf.","Vandaag is het 'vertel-het-de-vrienden'-dag. De reacties zijn geweldig, maar ook vermoeiend.","Wees de 'sociale batterij-bewaker'. Als je ziet dat ze moe wordt, kap je het feestje af. 'Tijd voor ons om te gaan, {partnerName} is moe.'","Het nieuws delen met de vriendengroep is leuk, maar kan ook veel energie kosten. Bescherm haar tegen te veel sociale verplichtingen.","Jullie hebben de persconferentie gehouden. Nu is het tijd om terug te trekken in het hoofdkwartier.","Een olijf die omringd is door lachende gezichten, maar er zelf uitgeput uitziet.","https://www.oudersvannu.nl/zwanger/zwangerschap/wanneer-vertel-je-dat-je-zwanger-bent/"
64,10,"Zo groot als een spruitje. Je favoriete groente. Of niet.","Ze voelt zich vandaag wat beter en krijgt een vlaag van overmoed. 'Laten we de hele garage opruimen!'","Rem haar af. 'Goed idee, schat. Laten we beginnen met dat ene hoekje en dan kijken we hoe je je voelt.' Jij bent de projectmanager.","Nu de misselijkheid misschien afneemt, kan de energie terugkomen. Maar haar lichaam is nog steeds hard aan het werk. Overbelasting ligt op de loer.","Ze voelt zich even een superheld. Jouw taak is om te zorgen dat ze haar cape niet verbrandt door te dicht bij de zon te vliegen.","Een spruitje met een superhelden-cape die wordt tegengehouden door een grote hand.","https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/10-weken-zwanger/"
65,10,"Zo groot als een spruitje.","Haar tandvlees bloedt bij het tandenpoetsen. Ze schrikt ervan.","Stel haar gerust. Het is normaal. En zorg dat ze naar de tandarts gaat voor een controle. Jij boekt de afspraak.","Door hormonen wordt het tandvlees beter doorbloed en gevoeliger, wat kan leiden tot bloedingen. Een tandartsbezoek is aan te raden.","Haar mond is een overgevoelig gebied geworden. Behandel het met zorg.","Een spruitje dat zijn tanden poetst en schrikt van een druppeltje bloed.","https://www.allesoverhetgebit.nl/alles-over-mondgezondheid/behandelingen/zwangerschap-en-mondgezondheid/"
66,10,"Zo groot als een spruitje.","Ze heeft vandaag voor het eerst naar een kinderwagen gekeken op internet. En schrok van de prijzen.","Zeg: 'Marktplaats wordt onze beste vriend.' En begin je alvast te verdiepen in de wereld van Isofix en driewielers.","De 'baby-uitzet' is een financieel mijnenveld. Begin op tijd met oriënteren en maak een budget.","Jullie gaan een nieuw voertuig aanschaffen. Het heeft meer opties dan jullie auto en kost bijna net zoveel.","Een spruitje dat met grote ogen naar een prijskaartje van een kinderwagen kijkt.","https://www.consumentenbond.nl/kinderwagen/wat-kost-een-babyuitzet"
67,10,"Zo groot als een spruitje.","Haar aderen zijn ineens zichtbaarder. Vooral op haar borsten en buik. Ze voelt zich een wandelende landkaart.","Zeg: 'Dat zijn de snelwegen die de brandstof naar {babyName} brengen. Super efficiënt.'","Het bloedvolume neemt toe, waardoor de aderen uitzetten en beter zichtbaar worden. Het is een teken dat haar lichaam de baby goed ondersteunt.","Haar lichaam legt een heel nieuw wegennet aan om de 'fabriek' te bevoorraden.","Een spruitje dat op een netwerk van blauwe aderen rijdt als op een racebaan.","https://www.24baby.nl/zwanger/zwangerschapskwalen/spataderen-tijdens-zwangerschap/"
68,10,"Zo groot als een spruitje.","Vandaag is ze onhandig. Ze stoot dingen om, laat haar telefoon vallen.","Lach er niet om. (Oké, een beetje mag). Ruim het op en geef haar een knuffel. 'Geeft niks, schat.'","Haar zwaartepunt begint langzaam te veranderen en de 'zwangerschapsmist' in haar hoofd kan haar coördinatie beïnvloeden.","Haar interne gyroscoop is van slag. Ze is tijdelijk gekalibreerd voor een ander lichaam.","Een spruitje dat een kopje koffie omstoot.","https://www.babycenter.nl/a549285/zwangerschapsdementie"
69,10,"Zo groot als een spruitje.","Ze heeft de termijnecho. Ze is doodzenuwachtig.","Jij bent de rust zelve (of je doet alsof). Houd haar hand vast en zeg: 'We gaan zo ons kind zien, hoe cool is dat?'","De termijnecho is een medisch onderzoek, maar ook een ongelofelijk speciaal moment. Je ziet een mini-mensje bewegen.","Vandaag is de première van de film 'Project {babyName}'. En jullie zitten op de eerste rij.","Een echo-scherm waarop een spruitje zwaait.","https://deverloskundige.nl/zwangerschap/subtekstpagina/24/echo-s/"
70,10,"Zo groot als een spruitje.","De echo was goed! De opluchting is immens. Vandaag is een dag van pure blijdschap.","Vier het! Bestel haar favoriete (zwangerschapsproof) eten. Zet haar favoriete film op. Vandaag draait alles om haar.","Na een goede termijnecho valt er vaak een last van de schouders. De kans op een miskraam is nu aanzienlijk kleiner. Het 'veilige' tweede trimester komt eraan.","Level 1 is voltooid. Jullie hebben een 'save point' bereikt. Tijd voor een overwinningsdans.","Een spruitje dat een feestmuts op heeft en met confetti gooit.","https://www.oudersvannu.nl/zwanger/zwangerschap/12-weken-zwanger/"
71,11,"Zo groot als een vijg. Of een flessendop.","Ze durft het nu eindelijk aan de wereld te vertellen. De social media post wordt voorbereid.","Wees de eindredacteur. Check de tekst en de foto. Zorg dat het iets is waar jullie je beiden goed bij voelen.","Rond de 12 weken, na de goede termijnecho, kondigen de meeste mensen de zwangerschap 'officieel' aan.","De persconferentie gaat nu wereldwijd. Bereid je voor op een explosie van likes en ongevraagd advies.","Een vijg die een 'Breaking News' krant vasthoudt.","https://www.oudersvannu.nl/zwanger/zwangerschap/zwangerschap-aankondigen/"
72,11,"Zo groot als een vijg.","De 'zwangerschapsgloed' is nu echt aanwezig. Haar huid straalt.","Geef haar een compliment. 'Je ziet er geweldig uit vandaag.' Wees specifiek. 'Die gloed is geen mythe.'","De verhoogde bloedcirculatie en hormonen kunnen zorgen voor een gezonde, stralende huid.","Haar huid heeft een ingebouwde 'beautify' filter.","Een vijg die straalt en glinstert.","https://www.24baby.nl/zwanger/mode-beauty/zwangerschapsgloed/"
73,11,"Zo groot als een vijg.","Ze begint nu al na te denken over de babykamer. Pinterest staat vol met onbetaalbare ideeën.","Temper de verwachtingen. 'Laten we beginnen met de basis: een bedje, een commode en een goede stoel voor ons.'","De nesteldrang kan nu al beginnen. Het plannen van de babykamer is een leuke, maar soms overweldigende bezigheid.","Ze is nu een interieurarchitect voor een klant die pas over 6 maanden zijn wensen kan doorgeven.","Een vijg met een verfroller in zijn hand, die naar een kleurenpalet kijkt.","https://www.oudersvannu.nl/baby/babykamer/babykamer-inrichten/"
74,11,"Zo groot als een vijg.","Ze heeft last van haar darmen. Krampen, obstipatie. De 'glamoureuze' kant van zwanger zijn.","Zorg voor vezelrijk eten en veel water. En ga samen een blokje om. Beweging helpt.","Het hormoon progesteron verslapt ook de darmspieren, wat de spijsvertering vertraagt en voor obstipatie kan zorgen.","De interne loodgieterij is een beetje verstopt. Vezels en water zijn de beste ontstopper.","Een vijg die met een ontstopper probeert een buis vrij te maken.","https://www.thuisarts.nl/verstopping/ik-ben-zwanger-en-heb-last-van-verstopping"
75,11,"Zo groot als een vijg.","Haar libido kan ineens veranderen. Het kan omhoog schieten, of compleet verdwijnen.","Praat erover. 'Hoe voel jij je?' is een betere vraag dan initiatief nemen en afgewezen worden. Communicatie is alles.","Hormonale schommelingen en lichamelijke veranderingen hebben een grote invloed op het libido. Dit kan per vrouw en per trimester enorm verschillen.","De 'seks-drive' is een auto die soms op een racecircuit rijdt en soms met een lege tank in de garage staat. Vraag even waar hij geparkeerd staat.","Een vijg die verleidelijk knipoogt en een andere vijg die geeuwend wegloopt.","https://www.seksualiteit.nl/onderwerpen/zwangerschap-en-seks/seks-tijdens-de-zwangerschap/"
76,11,"Zo groot als een vijg.","Ze begint zich zorgen te maken over de bevalling. Ze kijkt bevalvideo's. Slecht plan.","Verbied de bevalvideo's. Zeg: 'Laten we een zwangerschapscursus zoeken die bij ons past. Dan zijn we goed voorbereid.'","Angst voor de bevalling is normaal. Goede voorlichting en een cursus kunnen helpen om vertrouwen te krijgen.","Ze kijkt nu naar de trailer van de meest intense horrorfilm ooit. Jij moet de afstandsbediening afpakken en een comedy opzetten.","Een vijg die met grote, angstige ogen naar een laptop kijkt.","https://deverloskundige.nl/bevalling/subtekstpagina/51/je-voorbereiden-op-de-bevalling/"
77,11,"Zo groot als een vijg.","Vandaag voelt ze zich goed. Het tweede trimester, de 'honeymoon-fase' van de zwangerschap, is in zicht.","Geniet van deze periode. Plan een weekendje weg. Een 'babymoon'. De laatste keer met z'n tweeën.","Het tweede trimester (vanaf week 13/14) is vaak de fijnste periode. De misselijkheid is weg, de energie komt terug en de buik zit nog niet in de weg.","Jullie varen nu in rustiger water. De storm van het eerste trimester is voorbij. Geniet van het uitzicht.","Twee vijgen in een hangmat op een tropisch eiland.","https://www.oudersvannu.nl/zwanger/zwangerschap/tweede-trimester/"
78,12,"Zo groot als een frikandel. Ja, echt. Een mini-frikandel.","Het eerste trimester is voorbij! Mijlpaal! De kans op een miskraam is drastisch gedaald.","Vier dit. Een high five. Een knuffel. Misschien zelfs een alcoholvrij biertje. Jullie hebben de eerste grote horde genomen.","Na 12 weken is de meest kritieke fase van de ontwikkeling voorbij. Dit geeft veel aanstaande ouders een gevoel van opluchting.","Jullie hebben het eerste level uitgespeeld. De eindbaas (de misselijkheid) is verslagen. Op naar level 2!","Een frikandel die een medaille om zijn 'nek' heeft.","https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/12-weken-zwanger/"
79,12,"Zo groot als een frikandel.","Ze past haar favoriete spijkerbroek niet meer. Dit is een emotioneel moment.","Tijd voor de eerste 'echte' zwangerschapsbroek. Ga samen winkelen. Maak er iets leuks van.","De baarmoeder groeit nu boven het schaambeen uit. Een klein buikje kan zichtbaar worden, waardoor normale broeken niet meer passen.","De oude garde (haar spijkerbroeken) wordt nu met pensioen gestuurd. Tijd voor de nieuwe, flexibele rekruten.","Een spijkerbroek die een traantje wegpinkt en een zwangerschapsbroek een hand geeft.","https://www.oudersvannu.nl/zwanger/shoppen/de-ideale-zwangerschapsbroek/"
80,12,"Zo groot als een frikandel.","Ze heeft een vlaag van hoofdpijn. De hormonale achtbaan is nog niet helemaal stilgevallen.","Een koud washandje, een donkere kamer en een glas water. Je kent het protocol.","Hoofdpijn kan blijven voorkomen. Zorg dat ze genoeg drinkt en rust neemt.","De hormonen geven nog een laatste afterparty voordat het tweede trimester echt begint.","Een frikandel die zijn hoofd vasthoudt.","https://deverloskundige.nl/zwangerschap/subtekstpagina/109/hoofdpijn/"
81,12,"Zo groot als een frikandel.","Ze begint zich af te vragen hoe jij je voelt. 'Vind je het niet eng?'","Wees eerlijk, maar stel gerust. 'Ja, soms wel. Maar ik vind het vooral heel bijzonder. En we doen het samen.'","Jouw gevoelens doen er ook toe. Het is goed om hierover te praten. Het versterkt jullie band.","Ze checkt even bij haar co-piloot. Geef een eerlijk statusrapport. 'Alle systemen zijn 'go', maar de piloot is wel een beetje zenuwachtig.'","Een man en een vrouw die in de cockpit van een vliegtuig zitten en elkaar een 'thumbs up' geven.","https://www.vadercommunity.nl/vaderschap/de-rol-van-de-vader-tijdens-de-zwangerschap/"
82,12,"Zo groot als een frikandel.","Ze heeft vandaag een 'ik-wil-alles-weten'-dag en leest over de NIPT-test.","Lees met haar mee. Bespreek de voors en tegens. Dit is een beslissing die jullie samen nemen.","De NIPT is een bloedtest die kan screenen op chromosomale afwijkingen, zoals het syndroom van Down. Het is een persoonlijke keuze om deze test te doen.","Jullie krijgen de optie voor een extra 'systeemanalyse'. Het is geen verplichting, maar een mogelijkheid. Bespreek als directie wat jullie gaan doen.","Een frikandel die een document met een vergrootglas bestudeert.","https://www.pns.nl/nipt"
83,12,"Zo groot als een frikandel.","Haar buik begint te jeuken. Een teken dat de huid begint op te rekken.","Smeren, smeren, smeren. Koop een goede, neutrale buikolie of -crème. Maak er een dagelijks ritueel van.","De huid van de buik rekt op, wat jeuk kan veroorzaken. Goed hydrateren kan helpen tegen de jeuk en mogelijk striae verminderen.","Haar buik is een landschap dat langzaam verandert. De jeuk is een teken van seismische activiteit.","Een frikandel die wordt ingesmeerd met een grote kwast bodylotion.","https://www.24baby.nl/zwanger/zwangerschapskwalen/jeuk-tijdens-zwangerschap/"
84,12,"Zo groot als een frikandel.","Het weekend begint. Ze heeft energie. Tijd voor een 'babymoon'-plan!","Open een laptop en zoek een leuke, chille bestemming. Niet te ver weg. Een huisje in het bos, een hotel aan zee.","Een laatste weekendje weg met z'n tweeën is een geweldig idee. Doe het in het tweede trimester, als ze zich op haar best voelt.","Plan de laatste missie als 'Team Twee'. Binnenkort worden jullie 'Team Drie' en zijn de missies... anders.","Twee frikandellen die met een cocktail (alcoholvrij) op een strandstoel liggen.","https://www.oudersvannu.nl/zwanger/babymoon-de-leukste-bestemmingen/"
88,13,"Zo groot als een perzik.","Ze begint nu al te praten tegen haar buik. Zachte, lieve woordjes.","Praat ook tegen de buik. Het voelt misschien raar, maar de baby kan trillingen en de toon van je stem al waarnemen. Het is jullie eerste 'gesprek'.","De oren van de baby zijn bijna volledig ontwikkeld. Hij kan geluiden van buiten de baarmoeder, zoals jouw stem, horen.","Je hebt nu een publiek van één. En hij is je grootste fan. Tijd om te oefenen met je 'vader-stem'.","Een perzik met twee grote oren, die luistert naar een man die tegen een buik praat.","https://www.oudersvannu.nl/zwanger/zwangerschap/contact-maken-met-je-baby-in-je-buik/"
89,13,"Zo groot als een perzik.","Ze maakt zich zorgen over striae. Ze smeert zich suf met allerlei dure crèmes.","Jouw taak: smeer haar rug in. De plekken waar ze niet bij kan. Het gaat niet om de crème, het gaat om de aandacht.","Striae is grotendeels erfelijk bepaald. Smeren kan de huid soepel houden, maar is geen wondermiddel.","Haar buik is een canvas dat wordt opgerekt. Er kunnen wat 'scheurtjes' in het schilderij komen. Die horen bij het kunstwerk.","Een man die liefdevol de rug van een zwangere vrouw insmeert.","https.www.etos.nl/advies/zwanger/kwaaltjes/striae-voorkomen/"
90,13,"Zo groot als een perzik.","Ze heeft vandaag een 'ik-mis-wijn'-moment. Vooral op een zonnig terras.","Bestel een mooie, alcoholvrije cocktail voor haar. En proost op de baby. Maak er een feestelijk alternatief van.","Het is normaal dat ze haar 'oude' leven soms mist. Erken dat gevoel, zonder het te problematiseren.","Ze rouwt een beetje om de spontane avonden met wijn. Jouw taak is om te laten zien dat de avonden met een kinderwagen ook leuk kunnen zijn. (Uiteindelijk).","Een vrouw die verdrietig naar een glas wijn kijkt, en een man die haar een kleurrijke alcoholvrije cocktail aanreikt.","https://www.oudersvannu.nl/zwanger/voeding/alcohol-en-zwangerschap/"
91,13,"Zo groot als een perzik.","Het weekend is hier. Tijd voor de 'babymoon'! Even weg met z'n tweeën.","Jouw enige taak dit weekend: haar verwennen. Ontbijt op bed, voetmassage, de afstandsbediening is van haar.","Een babymoon is de perfecte manier om nog even te genieten van de rust en van elkaar, voordat de baby komt.","Dit is de laatste vakantie als 'duo'. Geniet van de stilte. Binnenkort wordt 'stilte' een zeldzaam luxeproduct.","Twee perziken die proosten op een balkon met uitzicht op zee.","https://www.oudersvannu.nl/zwanger/babymoon-de-leukste-bestemmingen/"
92,14,"Zo groot als een blikje bier. Ja, je leest het goed. Proost.","Ze kan vandaag de hik van de baby misschien voor het eerst voelen. Kleine, ritmische schokjes in haar buik.","Leg je hand op haar buik en probeer het te voelen. Het is jullie geheime morsecode.","De baby slikt vruchtwater in en oefent zo zijn ademhaling, wat de hik kan veroorzaken. Het is een goed teken van ontwikkeling.","De kleine heeft de hik. Het is alsof hij alvast oefent voor zijn eerste avondje in de kroeg met jou.","Een blikje bier dat ritmisch schokt.","https://www.24baby.nl/zwanger/zwangerschap-van-week-tot-week/14-weken-zwanger/"
93,14,"Zo groot als een blikje bier.","Ze heeft vandaag last van 'bandenpijn'. Een scherpe, stekende pijn aan de zijkant van haar buik.","Stel haar gerust. Het is geen wee, het is het oprekken van de spieren en banden die de baarmoeder op zijn plek houden.","Bandenpijn is een veelvoorkomende, pijnlijke maar onschuldige kwaal. Het gebeurt als de baarmoeder groeit.","De 'ophanging' van de baarmoeder wordt flink opgerekt. Zie het als de schokdempers die moeten wennen aan een zwaardere lading.","Een baarmoeder die wordt opgehangen aan twee elastieken die op spanning staan.","https://deverloskundige.nl/zwangerschap/subtekstpagina/99/bandenpijn/"
94,14,"Zo groot als een blikje bier.","Ze heeft vandaag een 'linea nigra' ontdekt. Een donkere, verticale streep over haar buik.","Zeg: 'Cool, een ingebouwde race-streep.' Maak er iets positiefs van.","De linea nigra wordt veroorzaakt door zwangerschapshormonen die de pigmentproductie stimuleren. De streep verdwijnt vanzelf weer na de bevalling.","Haar buik heeft nu een 'finishlijn'. De baby weet precies waar hij naartoe moet.","Een buik met een donkere streep, als een landingsbaan voor een vliegtuig.","https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/linea-nigra-zwangerschapsstreep/"
95,14,"Zo groot als een blikje bier.","Ze begint zich zorgen te maken over haar gewichtstoename. Ze staat elke dag op de weegschaal.","Verstop de weegschaal. Zeg: 'Je bouwt een mens, geen vet. Je bent prachtig.'","Gewichtstoename is een noodzakelijk en gezond onderdeel van de zwangerschap. De focus moet liggen op gezond eten, niet op de kilo's.","Ze bouwt niet alleen een baby, maar ook een placenta, extra bloed, vruchtwater... Het is een compleet bouwpakket.","Een weegschaal die wordt weggegooid in een prullenbak.","https://www.voedingscentrum.nl/nl/zwanger-en-kind/zwanger/gewichtstoename-tijdens-de-zwangerschap.aspx"
96,14,"Zo groot als een blikje bier.","Ze heeft vandaag een 'zwangerschapsbrein'-moment en gooit haar autosleutels in de koelkast.","Lach er samen om. En maak een vaste plek voor de sleutels. Een haakje bij de deur. Jij bent de proces-optimalisator.","Vergeetachtigheid en verstrooidheid zijn normaal. Haar hersenen zijn gefocust op belangrijkere dingen.","Haar interne 'besturingssysteem' is aan het updaten. Sommige basisfuncties, zoals 'onthouden waar de sleutels zijn', werken tijdelijk niet.","Een brein dat vol zit met watten.","https://www.oudersvannu.nl/zwanger/zwangerschapskwalen/zwangerschapsdementie/"
97,14,"Zo groot als een blikje bier.","Ze heeft vandaag een 'ik-wil-alles-regelen'-dag. De kinderopvang, de kraamzorg, het geboortekaartje.","Help haar. Verdeel de taken. Jij belt de kinderopvang, zij zoekt naar geboortekaartjes. Teamwork.","Het tweede trimester is de perfecte tijd om de praktische zaken te regelen. De energie is er en de deadline is nog ver weg.","Jullie zijn de productiemanagers van 'Project Baby'. Vandaag is een dag van logistiek en planning.","Twee blikjes bier die een checklist afvinken.","https://www.oudersvannu.nl/zwanger/checklist-zwangerschap-wat-moet-je-regelen/"
98,14,"Zo groot als een blikje bier.","Ze voelt zich vandaag onoverwinnelijk. Ze wil een berg beklimmen. Of in ieder geval de trap, zonder te hijgen.","Moedig haar aan, maar temper haar. 'Laten we beginnen met een lange wandeling, Everest kan volgend jaar wel.'","De energie van het tweede trimester kan haar het gevoel geven dat ze alles aankan. Het is belangrijk om naar haar lichaam te blijven luisteren.","Ze voelt zich Popeye na een blik spinazie. Jij bent Olijfje die zegt: 'Pas je wel op, Popeye?'","Een zwangere vrouw die haar spierballen toont.","https://www.24baby.nl/zwanger/sporten/sporten-tijdens-zwangerschap/"
